lon,lat,val
119.763,24.305,188.486
119.783,24.305,188.478
119.804,24.304,188.489
119.824,24.304,188.489
125.022,24.259,330.453
125.042,24.259,343.887
125.062,24.259,343.875
125.223,24.258,359.713
125.243,24.258,233.962
125.263,24.258,247.556
119.23,24.333,242.462
119.25,24.333,242.542
119.271,24.332,217.977
119.291,24.332,192.101
119.312,24.332,217.987
119.332,24.332,217.977
119.353,24.331,217.977
119.373,24.331,264.061
119.394,24.331,266.986
119.414,24.33,259.068
119.435,24.33,254.225
119.68,24.327,230.442
119.7,24.327,230.554
119.721,24.326,179.2
119.741,24.326,179.216
119.761,24.326,190.007
119.782,24.326,190.024
119.802,24.325,190.032
119.823,24.325,188.494
124.84,24.281,91.674
124.86,24.281,103.787
125.021,24.28,330.376
125.041,24.28,330.385
125.061,24.28,323.055
125.222,24.279,32.647
137.562,24.338,91.898
119.228,24.354,261.695
119.249,24.354,261.621
119.269,24.353,242.471
119.29,24.353,242.426
119.31,24.353,242.511
119.331,24.353,242.511
119.351,24.352,249.589
119.372,24.352,242.425
119.392,24.352,255.434
119.412,24.351,255.415
119.433,24.351,249.608
119.453,24.351,224.84
119.474,24.351,225.716
119.494,24.35,242.417
119.678,24.348,249.487
119.719,24.347,209.819
119.739,24.347,209.896
119.76,24.347,179.218
119.78,24.347,195.333
119.801,24.346,200.444
119.821,24.346,214.865
124.84,24.302,79.202
124.86,24.302,67.741
119.227,24.375,282.57
119.247,24.375,290.277
119.267,24.374,261.625
119.288,24.374,274.272
119.308,24.374,249.595
119.329,24.374,257.471
119.349,24.373,257.472
119.37,24.373,266.989
119.39,24.373,255.421
119.411,24.372,249.598
119.431,24.372,249.614
119.452,24.372,244.182
119.472,24.372,225.724
119.492,24.371,230.535
119.513,24.371,221.571
119.636,24.37,200.43
119.656,24.369,200.449
119.676,24.369,230.472
119.697,24.369,306.099
119.717,24.368,159.169
119.738,24.368,179.201
119.758,24.368,179.216
119.779,24.368,200.463
119.799,24.367,230.472
119.819,24.367,242.36
124.799,24.323,281.49
124.819,24.323,86.596
124.839,24.323,64.67
124.859,24.323,49.571
138.161,24.389,109.985
119.225,24.396,282.539
119.245,24.396,297.233
119.266,24.395,341.784
119.286,24.395,257.476
119.307,24.395,230.661
119.327,24.395,257.503
119.348,24.394,257.5
119.368,24.394,264.099
119.389,24.394,259.794
119.409,24.393,252.923
119.429,24.393,249.589
119.45,24.393,244.19
119.47,24.393,186.392
119.491,24.392,189.991
119.511,24.392,200.453
119.532,24.392,179.177
119.552,24.392,150.931
119.573,24.391,143.977
119.593,24.391,133.362
119.613,24.391,359.155
119.634,24.391,61.074
119.654,24.39,94.084
119.675,24.39,179.2
119.695,24.39,308.672
119.716,24.389,150.882
119.736,24.389,179.201
119.756,24.389,179.202
119.777,24.389,200.414
119.797,24.388,209.845
119.818,24.388,195.327
124.758,24.344,37.733
124.778,24.344,29.908
124.798,24.344,102.535
124.818,24.344,86.035
124.838,24.344,305.176
124.859,24.344,316.948
138.163,24.41,105.307
138.183,24.41,85.228
138.204,24.411,265.095
119.203,24.417,284.198
119.223,24.417,274.332
119.244,24.417,297.285
119.264,24.416,337.002
119.285,24.416,261.631
119.305,24.416,249.779
119.325,24.416,257.481
119.346,24.415,257.48
119.366,24.415,261.555
119.387,24.415,274.194
119.407,24.415,249.631
119.53,24.413,290.137
119.55,24.413,235.257
119.571,24.412,230.543
119.591,24.412,111.945
119.612,24.412,313.402
119.632,24.412,65.17
119.653,24.411,75.373
119.673,24.411,150.866
119.694,24.411,146.566
119.714,24.411,150.907
119.734,24.41,179.201
119.755,24.41,179.202
119.775,24.41,179.202
119.796,24.409,200.436
119.816,24.409,209.869
119.837,24.409,209.849
119.857,24.409,209.849
124.777,24.365,41.134
124.798,24.365,60.892
124.818,24.365,29.927
124.838,24.365,291.849
124.858,24.365,283.815
119.119,24.439,254.395
119.139,24.439,220.111
119.16,24.439,254.313
119.18,24.439,301.096
119.201,24.438,249.789
119.221,24.438,274.329
119.242,24.438,234.214
119.262,24.437,242.509
119.283,24.437,239.227
119.324,24.437,274.232
119.344,24.436,274.078
119.365,24.436,257.534
119.385,24.436,274.231
119.406,24.436,284.05
119.528,24.434,319.26
119.549,24.434,245.213
119.569,24.433,223.562
119.59,24.433,127.692
119.61,24.433,313.389
119.631,24.433,230.69
119.651,24.432,230.506
119.671,24.432,179.191
119.692,24.432,142.154
119.712,24.432,128.66
119.733,24.431,150.862
119.753,24.431,150.915
119.774,24.431,179.202
119.794,24.431,200.453
119.814,24.43,179.199
119.855,24.43,249.52
124.716,24.386,49.681
124.737,24.386,236.057
124.757,24.386,229.665
124.777,24.386,44.249
124.797,24.386,60.974
124.817,24.386,41.117
124.837,24.386,17.975
124.857,24.386,15.795
125.099,24.384,57.746
125.119,24.384,29.924
130.902,24.383,20.935
130.982,24.383,353.709
131.002,24.383,353.713
131.022,24.383,353.717
131.042,24.383,347.285
131.063,24.383,310.417
131.083,24.383,116.625
118.953,24.463,252.33
118.974,24.462,265.99
118.994,24.462,274.451
119.117,24.46,225.795
119.138,24.46,216.12
119.158,24.46,330.957
119.179,24.46,209.87
119.199,24.459,198.379
119.22,24.459,198.375
119.24,24.459,212.723
119.261,24.458,224.899
119.281,24.458,249.628
119.302,24.458,44.891
119.322,24.458,249.658
119.363,24.457,69.657
119.527,24.455,237.323
119.547,24.455,245.224
119.568,24.454,179.182
119.588,24.454,204.354
119.608,24.454,221.632
119.752,24.452,150.928
119.772,24.452,150.823
119.792,24.452,179.202
119.813,24.451,179.249
119.833,24.451,245.163
119.854,24.451,237.222
124.716,24.407,225.1
124.736,24.407,221.182
124.756,24.407,309.056
124.776,24.407,330.378
124.796,24.407,49.665
124.816,24.407,24.608
124.836,24.407,18.834
124.857,24.407,23.217
130.963,24.404,26.127
118.951,24.484,253.091
118.992,24.483,15.271
119.013,24.483,313.524
119.054,24.482,47.347
119.074,24.482,213.536
119.095,24.482,214.911
119.115,24.481,219.523
119.136,24.481,226.439
119.156,24.481,351.226
119.177,24.481,195.277
119.279,24.479,346.691
119.3,24.479,339.18
119.32,24.479,239.25
119.341,24.478,242.523
119.361,24.478,245.297
119.525,24.476,227.28
119.545,24.476,226.893
119.566,24.475,205.973
119.586,24.475,197.532
119.607,24.475,186.411
119.75,24.473,200.474
119.77,24.473,200.469
119.791,24.473,200.488
124.715,24.428,259.287
124.735,24.428,259.267
124.755,24.428,335.415
124.775,24.428,80.566
124.796,24.428,84.486
124.816,24.428,49.644
124.836,24.428,32.697
118.95,24.505,230.677
118.97,24.505,253.098
118.991,24.504,257.666
119.032,24.504,47.347
119.052,24.503,47.326
119.073,24.503,209.863
119.114,24.503,40.139
119.134,24.502,235.376
119.155,24.502,352.079
119.175,24.502,170.121
119.257,24.501,62.532
119.278,24.5,7.283
119.298,24.5,335.722
119.319,24.5,242.499
119.339,24.499,242.573
119.359,24.499,239.258
119.523,24.497,242.456
119.544,24.497,221.604
119.564,24.497,209.871
119.585,24.496,179.178
119.605,24.496,172.802
119.748,24.494,218.026
119.769,24.494,230.524
119.789,24.494,218.036
123.585,24.456,29.972
124.714,24.449,247.777
124.735,24.449,91.669
124.755,24.449,49.774
124.775,24.449,91.63
124.795,24.449,155.407
124.815,24.449,243.558
118.907,24.526,230.699
118.927,24.526,225.834
118.948,24.526,223.675
118.968,24.526,227.378
118.989,24.525,257.652
119.009,24.525,301.138
119.03,24.525,313.56
119.091,24.524,150.915
119.112,24.524,43.66
119.132,24.523,47.342
119.153,24.523,47.354
119.173,24.523,185.646
119.255,24.522,100.534
119.276,24.521,286.451
119.358,24.52,230.608
119.522,24.518,274.223
119.542,24.518,300.915
119.563,24.518,127.688
119.583,24.517,163.779
119.603,24.517,188.464
119.747,24.515,195.32
119.767,24.515,102.278
119.788,24.515,218.041
123.564,24.477,92.12
123.584,24.477,33.504
123.605,24.477,179.571
123.625,24.477,37.877
123.645,24.477,49.893
124.714,24.47,335.391
124.734,24.47,143.035
124.754,24.47,245.408
124.774,24.47,250.908
124.794,24.47,236.836
124.814,24.47,240.96
125.036,24.469,240.943
118.884,24.548,239.366
118.905,24.548,239.362
118.925,24.547,230.668
118.946,24.547,214.928
118.966,24.547,221.698
118.987,24.546,230.655
119.007,24.546,359.134
119.028,24.546,359.121
119.049,24.546,346.675
119.069,24.545,293.256
119.11,24.545,166.672
119.131,24.544,150.972
119.151,24.544,185.64
119.172,24.544,187.269
119.192,24.544,193.535
119.213,24.543,286.496
119.233,24.543,117.245
119.254,24.543,179.149
119.356,24.541,221.627
119.377,24.541,220.167
119.397,24.541,216.152
119.417,24.541,212.77
119.438,24.54,212.752
119.458,24.54,212.77
119.479,24.54,212.77
119.499,24.539,216.145
119.52,24.539,239.228
119.54,24.539,286.363
119.745,24.536,85.667
119.765,24.536,107.855
119.786,24.536,77.346
119.806,24.535,77.29
123.604,24.498,49.833
123.624,24.498,49.905
123.644,24.498,58.152
124.693,24.491,346.855
124.713,24.491,330.359
124.753,24.491,245.429
124.773,24.491,263.334
124.794,24.491,237.859
124.814,24.491,244.771
124.955,24.49,209.974
124.975,24.49,243.55
124.995,24.49,261.597
118.882,24.569,274.593
118.903,24.569,230.66
118.924,24.568,230.687
118.944,24.568,29.862
119.006,24.567,214.953
119.026,24.567,29.867
119.047,24.567,359.122
119.067,24.566,335.723
119.088,24.566,350.123
119.108,24.566,214.968
119.129,24.565,212.745
119.211,24.564,29.879
119.231,24.564,166.673
119.252,24.564,168.682
119.272,24.563,179.156
119.354,24.562,257.515
119.375,24.562,218.082
119.395,24.562,212.756
119.416,24.562,212.76
119.436,24.561,209.898
119.457,24.561,209.883
119.477,24.561,206.882
119.498,24.56,206.887
119.518,24.56,240.623
119.539,24.56,285.032
119.702,24.558,209.887
119.723,24.558,209.935
119.743,24.557,204.412
119.764,24.557,233.798
119.784,24.557,179.202
119.805,24.557,206.017
123.562,24.519,359.569
123.623,24.519,179.572
123.643,24.519,229.926
123.663,24.519,60.038
123.684,24.519,115.305
123.704,24.518,104.387
123.926,24.517,312.111
123.946,24.517,272.119
123.966,24.517,312.09
123.986,24.517,330.427
124.672,24.513,298.884
124.692,24.512,318.075
124.712,24.512,323.03
124.733,24.512,255.314
124.753,24.512,237.87
124.773,24.512,255.266
124.793,24.512,281.433
124.813,24.512,327.029
124.954,24.511,179.69
124.974,24.511,200.835
131.428,24.511,88.485
118.881,24.59,39.561
118.901,24.59,222.837
118.983,24.589,214.969
119.004,24.588,214.973
119.024,24.588,213.548
119.045,24.588,297.372
119.065,24.587,359.134
119.086,24.587,350.111
119.106,24.587,220.164
119.127,24.587,216.151
119.209,24.585,38.055
119.23,24.585,359.137
119.25,24.585,172.074
119.271,24.585,209.897
119.291,24.584,230.66
119.312,24.584,218.074
119.332,24.584,219.546
119.353,24.583,230.644
119.373,24.583,230.651
119.394,24.583,213.554
119.414,24.583,212.772
119.435,24.582,209.902
119.455,24.582,209.912
119.476,24.582,206.01
119.496,24.582,206.879
119.516,24.581,212.772
119.537,24.581,235.32
119.66,24.579,188.492
119.68,24.579,193.593
119.701,24.579,197.563
119.721,24.579,192.174
119.742,24.578,209.9
119.762,24.578,204.397
119.783,24.578,209.909
119.803,24.578,179.19
123.562,24.54,49.884
123.663,24.54,72.673
123.683,24.54,68.173
123.703,24.539,108.191
123.723,24.539,229.953
123.925,24.538,295.234
123.945,24.538,312.075
123.965,24.538,312.034
123.986,24.538,319.963
124.651,24.534,327.758
124.671,24.534,340.897
124.712,24.533,101.491
124.732,24.533,330.337
124.752,24.533,304.256
124.772,24.533,290.669
124.812,24.533,294.854
131.389,24.532,130.358
131.409,24.532,96.788
131.429,24.532,62.303
118.879,24.611,239.397
118.899,24.611,220.191
118.982,24.61,230.717
119.002,24.609,221.681
119.023,24.609,200.427
119.043,24.609,29.89
119.064,24.608,29.894
119.084,24.608,214.97
119.105,24.608,214.953
119.125,24.608,216.164
119.146,24.607,221.673
119.166,24.607,226.484
119.207,24.606,223.68
119.248,24.606,218.086
119.269,24.606,213.564
119.289,24.605,204.378
119.31,24.605,204.371
119.33,24.605,204.382
119.351,24.605,204.375
119.371,24.604,202.919
119.392,24.604,218.091
119.412,24.604,213.557
119.433,24.603,213.592
119.453,24.603,209.911
119.474,24.603,206.014
119.494,24.603,209.906
119.658,24.6,179.189
119.679,24.6,179.186
119.699,24.6,187.333
119.72,24.6,190.049
119.74,24.599,200.492
119.76,24.599,179.189
119.781,24.599,179.201
119.801,24.599,209.904
123.52,24.562,359.621
123.54,24.562,359.573
123.561,24.561,359.524
123.642,24.561,229.879
123.662,24.561,209.942
123.682,24.561,108.186
123.702,24.56,110.043
123.722,24.56,132.205
123.823,24.56,241.199
123.843,24.56,255.748
123.965,24.559,319.986
123.985,24.559,319.965
124.469,24.556,295.009
124.63,24.555,241.023
124.651,24.555,247.819
124.671,24.555,264.566
124.691,24.554,264.566
124.711,24.554,264.523
124.731,24.554,271.649
124.751,24.554,236.128
124.771,24.554,229.714
124.792,24.554,236.119
124.812,24.554,239.716
124.832,24.554,195.826
124.852,24.554,173.162
124.872,24.553,179.69
124.892,24.553,179.715
131.087,24.551,45.355
131.107,24.551,194.478
131.127,24.552,0.287
131.147,24.552,20.991
131.168,24.552,6.809
131.409,24.553,45.272
131.43,24.553,45.272
118.877,24.632,257.826
118.898,24.632,257.726
118.98,24.631,249.992
119.0,24.63,230.694
119.021,24.63,218.106
119.041,24.63,230.816
119.062,24.63,209.912
119.082,24.629,209.908
119.103,24.629,209.912
119.123,24.629,220.186
119.144,24.628,204.358
119.164,24.628,202.91
119.185,24.628,274.287
119.206,24.628,350.114
119.226,24.627,209.916
119.247,24.627,213.573
119.267,24.627,218.087
119.288,24.626,216.18
119.308,24.626,204.372
119.329,24.626,198.42
119.349,24.626,205.992
119.37,24.625,218.086
119.39,24.625,224.935
119.411,24.625,220.189
119.431,24.625,221.668
119.452,24.624,216.166
119.472,24.624,200.463
119.493,24.624,209.919
119.656,24.622,188.498
119.677,24.621,186.424
119.697,24.621,186.434
119.718,24.621,188.491
119.738,24.621,192.187
119.759,24.62,192.205
119.779,24.62,192.191
119.8,24.62,223.642
119.82,24.619,224.935
119.841,24.619,227.306
119.861,24.619,112.85
119.882,24.619,150.827
123.499,24.583,359.526
123.519,24.583,49.873
123.54,24.583,50.072
123.641,24.582,229.894
123.661,24.582,229.908
123.701,24.581,210.016
123.843,24.581,241.326
123.964,24.58,312.076
124.004,24.579,272.025
124.024,24.579,295.219
124.045,24.579,312.138
124.468,24.577,359.643
124.61,24.576,77.6
124.771,24.575,217.809
124.791,24.575,209.961
124.811,24.575,311.765
124.831,24.575,341.722
124.851,24.575,311.765
124.892,24.574,359.69
131.067,24.572,283.351
131.088,24.572,167.266
131.108,24.573,165.881
131.128,24.573,58.875
131.148,24.573,23.29
131.168,24.573,23.3
131.41,24.574,0.318
118.875,24.653,249.795
118.916,24.653,209.903
118.937,24.652,230.71
118.978,24.652,257.734
118.998,24.651,359.117
119.163,24.649,5.64
119.183,24.649,200.433
119.204,24.649,204.35
119.224,24.648,204.358
119.245,24.648,230.627
119.265,24.648,230.627
119.286,24.648,221.695
119.306,24.647,214.972
119.327,24.647,202.937
119.347,24.647,204.366
119.368,24.646,230.627
119.388,24.646,212.787
119.409,24.646,218.092
119.429,24.646,221.675
119.45,24.645,220.16
119.47,24.645,192.147
119.491,24.645,213.597
119.655,24.643,214.987
119.675,24.642,219.556
119.696,24.642,198.468
119.716,24.642,188.496
119.737,24.642,192.184
119.757,24.641,192.198
119.778,24.641,209.924
119.798,24.641,218.101
119.819,24.641,218.072
119.839,24.64,221.653
119.86,24.64,261.408
119.88,24.64,283.832
123.498,24.604,359.525
123.518,24.604,50.008
123.539,24.604,61.374
123.559,24.604,49.966
123.842,24.602,229.949
123.963,24.601,318.212
123.983,24.601,206.217
124.003,24.601,281.844
124.024,24.6,312.051
124.044,24.6,312.071
124.468,24.598,49.78
124.589,24.597,46.265
124.79,24.596,294.852
124.81,24.596,330.282
124.831,24.596,338.993
124.851,24.596,353.161
124.871,24.596,359.666
124.891,24.595,359.69
131.088,24.593,130.397
131.108,24.594,116.552
131.128,24.594,83.08
131.149,24.594,29.725
131.169,24.594,70.683
131.189,24.594,268.539
131.209,24.594,203.294
131.229,24.594,249.544
131.249,24.594,278.473
131.29,24.594,330.018
131.31,24.594,329.98
131.35,24.595,302.22
131.37,24.595,303.929
131.39,24.595,339.168
131.411,24.595,21.025
131.451,24.595,114.616
118.935,24.673,209.901
118.956,24.673,359.11
119.161,24.67,214.987
119.181,24.67,230.72
119.202,24.67,221.707
119.223,24.669,206.01
119.243,24.669,209.899
119.264,24.669,221.729
119.284,24.669,221.684
119.305,24.668,223.716
119.325,24.668,223.721
119.346,24.668,223.703
119.366,24.668,218.1
119.387,24.667,218.11
119.407,24.667,218.104
119.428,24.667,213.606
119.448,24.666,209.917
119.469,24.666,213.589
119.489,24.666,213.606
119.674,24.663,204.412
119.694,24.663,198.471
119.715,24.663,190.039
119.817,24.662,223.667
119.837,24.661,197.605
119.858,24.661,274.043
119.878,24.661,218.101
123.841,24.623,210.011
123.962,24.622,252.569
123.982,24.622,272.038
124.003,24.622,284.147
124.023,24.621,295.187
124.043,24.621,312.108
124.467,24.619,56.192
124.487,24.619,52.847
124.507,24.619,39.823
124.527,24.618,359.657
124.548,24.618,359.657
124.568,24.618,359.657
124.588,24.618,63.671
131.089,24.614,13.124
131.109,24.615,69.569
131.129,24.615,78.756
131.149,24.615,78.756
131.169,24.615,78.728
131.189,24.615,155.34
131.21,24.615,201.011
131.23,24.615,231.452
131.25,24.615,329.976
131.27,24.615,120.396
131.29,24.615,344.156
131.31,24.615,0.298
131.331,24.616,0.298
131.351,24.616,140.804
131.371,24.616,137.739
119.159,24.691,221.726
119.18,24.691,230.702
119.2,24.691,249.74
119.221,24.691,313.415
119.241,24.69,146.596
119.262,24.69,215.018
119.282,24.69,223.713
119.303,24.689,221.741
119.323,24.689,230.738
119.344,24.689,223.7
119.446,24.688,213.611
119.467,24.687,213.592
119.487,24.687,200.486
119.672,24.685,200.499
119.692,24.684,198.463
119.713,24.684,192.188
119.815,24.683,223.677
119.836,24.682,218.096
119.856,24.682,200.507
119.877,24.682,197.614
119.897,24.682,18.489
123.82,24.644,262.157
123.84,24.644,236.38
123.961,24.643,272.038
123.982,24.643,262.069
124.002,24.643,272.0
124.022,24.642,284.211
124.042,24.642,312.021
124.466,24.64,150.337
124.486,24.64,81.828
124.507,24.64,18.857
124.527,24.639,12.669
124.547,24.639,86.753
124.587,24.639,63.73
131.15,24.636,329.983
131.17,24.636,100.874
131.19,24.636,161.103
131.21,24.636,187.534
131.23,24.636,201.018
131.271,24.636,48.201
131.291,24.636,55.906
131.311,24.637,137.742
131.331,24.637,61.294
131.351,24.637,130.315
119.157,24.713,209.927
119.178,24.712,218.126
119.198,24.712,230.662
119.219,24.712,313.567
119.24,24.711,227.036
119.26,24.711,209.931
119.281,24.711,223.723
119.301,24.711,218.155
119.322,24.71,230.651
119.445,24.709,219.583
119.465,24.708,219.583
119.486,24.708,212.814
119.691,24.705,192.193
119.711,24.705,192.194
119.814,24.704,213.62
119.834,24.704,218.106
119.855,24.703,204.424
119.875,24.703,200.527
120.121,24.7,209.973
120.141,24.7,159.083
123.839,24.665,236.392
123.859,24.665,248.14
123.88,24.664,248.145
123.9,24.664,272.062
123.92,24.664,272.112
123.94,24.664,272.062
